army,type,unit,u_suffix,s_type,s_count,speed,melee,range,defense,attack,nerve,rules,options,points
Empire of Dust,Large Infantry,Scavengers*,,Horde,6,10,5+,-,4+,18,13/15,"Fly, Lifeleech(2)",,135
Empire of Dust,Large Cavalry,Revenant Chariots,,Regiment,3,7,4+,5+,4+,8,-/14,"Bows, Shambling, Thunderous Charge (2)",(Casket of the Damned (+10 pts)),115
Empire of Dust,Large Cavalry,Revenant Chariots,,Horde,6,7,4+,5+,4+,16,-/17,"Bows, Shambling, Thunderous Charge (2)",(Casket of the Damned (+10 pts)),175
Empire of Dust,Large Cavalry,Revenant Worm Riders,,Regiment,3,6,4+,-,5+,12,-/14,"Thunderous Charge (1), Crushing Strength (1)",,135
Empire of Dust,Large Cavalry,Revenant Worm Riders,,Horde,6,6,4+,-,5+,24,-/17,"Thunderous Charge (1), Crushing Strength (1)",,210
Empire of Dust,Monster,Scorpion Husk,,Monster,1,6,4+,-,5+,8,-/14,"Crushing Strength (2), Shambling, Vanguard, Vicious",,145
Empire of Dust,Monster,Bone Giant,,Monster,1,7,4+,-,5,1D6+6,-/19,"CS(3), Brutal, Shambling, Strider.",,190
Empire of Dust,Monster,Reanimated Behemoth,,Monster,1,6,4+,-,6+,9,-/16,"Crushing Strength (3), Shambling","Equip the unit with a Light Balefire Catapult – Range 36”, Indirect, Ra 5+, 1 attack, Blast (D3+2), Piercing (1) and vicious with ranged attacks only – for +20 pts.",190
Empire of Dust,Monster,Bone Dragon,,Monster,1,10,4,-,4,9,-/17,"CS(3), Fly, Shambling",,200
Empire of Dust,War Engine,Balefire Catapult,,War Engine,1,5,-,5+,4+,1,-/11,"Blast (D6+2), Shambling, Vicious, Piercing(2), Indirect, Reload!",,100
Empire of Dust,War Engine,Monolith [1],,Living Legend,1,-,-,-,5,-,-/18,"Height 4, Advanced Deployment, Inspiring.

While within 6"" of the Monolith, friendly, non-allied units add +2 to their spells' (n) values.

Maximum 75x75mm base size (cannot be increased by ""exceptional base sizes"")",,80
Empire of Dust,War Engine,Soul Snare [1],,Living Legend,1,5,-,-,4+,-,-/15,"Lightning Bolt (6), Heal (4), Reload!, Stealthy.",,150
Empire of Dust,Infantry,Revenant Champion,,Hero,1,5,4,-,5,4,-/14,"CS(1), Individual, Inspiring (Revenants only)",Horse (15 Pts Sp8),85
Empire of Dust,Cavalry,Revenant Champion,w/ Horse,Hero,1,8,4,-,5,4,-/14,"CS(1), Individual, Inspiring (Revenants only)",Horse (15 Pts Sp8),100
Empire of Dust,Large Cavalry,Revenant Champion on Worm,,Hero,1,6,4,-,5,7,-/14,"TC(2), CS(1), Inspiring (Revenants only)",,135
Empire of Dust,Infantry,Ahmunite Pharaoh,,Hero,1,5,3,-,6,5,-/16,"CS(2), Individual, Surge(8), Inspiring, Regeneration (5+)",,155
Empire of Dust,Large Cavalry,Ahmunite Pharaoh on Royal Chariot,,Hero,1,7,3,-,5,7,-/16,"CS(2), TC (1), Surge(8), Inspiring, Regeneration (5+). 50mm x 100mm base size.",,195
Empire of Dust,Infantry,Cursed High Priest,,Hero,1,5,5,-,4,1,-/13,"Surge(10), Individual, Inspiring","((+15 Heal(4)) or free swap for Surge) (Breath 12 and Vicious for 20 pts), (WindBlast(5) +30 pts )",120
Empire of Dust,Cavalry,Cursed High Priest,w/ Mount,Hero,1,8,5,-,4,1,-/13,"Surge(10), Individual, Inspiring","((+15 Heal(4)) or free swap for Surge) (Breath 12 and Vicious for 20 pts), (WindBlast(5) +30 pts )",135
Empire of Dust,Infantry,Undead Army Standard Bearer,,Hero,1,5,5,-,4,1,-/13,"Shambling, Individual, Inspiring","Horse(15 Pts, Sp8)",50
Empire of Dust,Cavalry,Undead Army Standard Bearer,w/ Mount,Hero,1,8,5,-,4,1,-/13,"Shambling, Individual, Inspiring","Horse(15 Pts, Sp8)",65
Empire of Dust,Monster,Idol of Shobik[1],,Living Legend,1,7,3,-,6,10,-/18,"CS(4), Very Inspiring, Heal (6), Aura of Shobik (all friendly, non-allied units within 6"" have the Iron Resolve special rule). Shambling, Strider.",,350
Brotherhood,Infantry,Villein Plowshares*,,Regiment,20,5,5,-,3,12,12/14,CS(1),,85
Brotherhood,Infantry,Villein Plowshares*,,Horde,40,5,5,-,3,25,19/21,CS(1),,60
Brotherhood,Infantry,Villein Plowshares*,,Legion,60,5,5,-,3,30,25/27,CS(1),,140
Brotherhood,Infantry,Villein Spearmen,,Troop,10,5,4,-,4,10,8/10,Phalanx,,170
Brotherhood,Infantry,Villein Spearmen,,Regiment,20,5,4,-,4,15,12/14,Phalanx,,110
Brotherhood,Infantry,Villein Spearmen,,Horde,40,5,4,-,4,30,19/21,Phalanx,,75
Brotherhood,Infantry,Villein Bowmen,,Troop,10,5,6,5,3,8,8/10,"Bows, Piercing(1), Phalanx, Reload!",,115
Brotherhood,Infantry,Villein Bowmen,,Regiment,20,5,6,5,3,10,12/14,"Bows, Piercing(1), Phalanx, Reload!",,115
Brotherhood,Infantry,Villein Bowmen,,Horde,40,5,6,5,3,20,19/21,"Bows, Piercing(1), Phalanx, Reload!",,85
Brotherhood,Infantry,Swain's Villein Rangers [1],,Troop/Living Legend,10,5,4,4,3,10,13/15,"Bows. Piercing (1), Elite, Stealthy, Inspiring (Villeins only), Vanguard.",,185
Brotherhood,Infantry,Order of the Brotherhood on foot,,Troop,10,5,3+,-,5+,10,11/13,"Headstrong, Valiant",CS(1) but DE-1 for free,150
Brotherhood,Infantry,Order of the Brotherhood on foot,,Regiment,20,5,3+,-,5+,12,15/17,"Headstrong, Valiant",CS(1) but DE-1 for free,150
Brotherhood,Infantry,Villein Martyrs,,Troop,10,5,4,-,4,10,-/11,Regeneration (6+),,180
Brotherhood,Infantry,Villein Martyrs,,Regiment,20,5,4,-,4,12,-/15,Regeneration (6+),,115
Brotherhood,Infantry,Villein Martyrs,,Horde,40,5,4,-,4,25,-/22,Regeneration (6+),,80
Brotherhood,Large Infantry,Water Elementals,,Regiment,3,7,4,-,5,9,-/14,"CS(1), Shambling, Regeneration (5+), Pathfinder",,150
Brotherhood,Large Infantry,Water Elementals,,Horde,6,7,4,-,5,18,-/17,"CS(1), Shambling, Regeneration (5+), Pathfinder",,220
Brotherhood,Cavalry,Order of the Brotherhood,,Regiment,10,8,3,-,5,16,15/17,"TC(2), Headstrong, Valiant",,205
Brotherhood,Cavalry,Order of the Brotherhood,,Horde,20,8,3,-,5,32,22/24,"TC(2), Headstrong, Valiant",,345
Brotherhood,Cavalry,Order of the Abyssal Hunt,,Troop,5,8,3,-,4,9,12/15,"CS(1), TC(1), Fury, Valiant, Vicious (Against Monsters only)",,440
Brotherhood,Cavalry,Order of the Abyssal Hunt,,Regiment,10,8,3,-,4,18,15/18,"CS(1), TC(1), Fury, Valiant, Vicious (Against Monsters only)",,220
Brotherhood,Cavalry,Villein Initiates,,Regiment,10,8,4,-,5,16,13/15,TC(2),,165
Brotherhood,Cavalry,Villein Initiates,,Horde,20,8,4,-,5,32,20/22,TC(2),,280
Brotherhood,Cavalry,Order of Redemption*,,Troop,5,8,3,-,5,10,12/14,"Headstrong, Inspiring, Regeneration (5+), TC(2)",,170
Brotherhood,Cavalry,Order of Redemption*,,Regiment,10,8,3,-,5,20,15/17,"Headstrong, Inspiring, Regeneration (5+), TC(2)",,260
Brotherhood,Cavalry,Villein Reconnoiterers,,Troop,5,9,4,-,4,7,9/11,"Nimble, TC(1)",,100
Brotherhood,Cavalry,Villein Reconnoiterers,,Regiment,10,9,4,-,4,14,12/14,"Nimble, TC(1)",,150
Brotherhood,Large Cavalry,Order of the Forsaken,,Regiment,3,10,3,-,5,9,12/14,"Fly, TC(2), Headstrong, Valiant",,170
Brotherhood,Large Cavalry,Order of the Forsaken,,Horde,6,10,3,-,5,18,15/17,"Fly, TC(2), Headstrong, Valiant",,265
Brotherhood,War Engine,Villein Siege Artillery,,War Engine,1,5,-,5,4,1,8/10,"Reload!, Blast(D6+2), Piercing(3), Indirect",,80
Brotherhood,War Engine,Villein Ballista,,War Engine,1,5,-,5,4,1,8/10,"Reload!, Blast (D3+2), Piercing(3)",,55
Brotherhood,Monster,Greater Water Elemental,,Monster,1,7,4,-,5,8,-/18,"CS(2), Shambling, Regeneration (5+), Pathfinder",,190
Brotherhood,Monster,Forsaken Beast,,Monster,1,6,4,-,5,8,15/17,Crushing Strength (2),"Breath Attack (10) for 15pts, Ensnare for 30pts, Vicious for 15pts, Regenerate (5+) for 30pts.",125
Brotherhood,Infantry,Exemplar of the Brotherhood,,Hero,1,5,3,-,5,3,11/13,"CS(1), Headstrong, Individual, Valiant",,70
Brotherhood,Cavalry,Exemplar of the Brotherhood,w/ Barded Horse,Hero,1,8,3,-,5,3,11/13,"CS(1), Headstrong, TC(1), Individual, Valiant",,90
Brotherhood,Cavalry,Exemplar Redeemer,,Hero,1,8,3,-,5,5,13/15,"CS(1), Headstrong, TC(2), Regeneration (5+) Individual, Inspiring",,170
Brotherhood,Infantry,Devoted,,Hero,1,5,5,-,4,1,11/13,"Heal (2), Individual",(+20 to increase Heal to (4) (+20 LightningBolt(3))(+30 WindBlast(5))(+30 Surge(5)),60
Brotherhood,Cavalry,Devoted,w/ Horse,Hero,1,9,5,-,4,1,11/13,"Heal (2), Individual",(+20 to increase Heal to (4) (+20 LightningBolt(3))(+30 WindBlast(5))(+30 Surge(5)),75
Brotherhood,Monster,Exemplar Forsaker,,Hero,1,10,3,-,5,7,15/17,"CS(1), TC(2), Fly, Headstrong, Inspiring",,200
Brotherhood,Cavalry,Exemplar Hunter,,Hero,1,5,3,-,4,4,12/14,"CS(2), Fury, Individual, Inspiring, Vicious (against Monsters only)",,90
Brotherhood,Cavalry,Exemplar Hunter,w/ Barded Horse,Hero,1,8,3,-,4,4,12/14,"CS(2), Fury, Individual, Inspiring, TC(1), Vicious (against Monsters only)",,120
Brotherhood,Infantry,Exemplar Adjutant,,Hero,1,5,5,-,4,1,10/12,"Headstrong, Individual, Inspiring",,55
Brotherhood,Cavalry,Exemplar Adjutant,w/ Barded Horse,Hero,1,8,5,-,5,1,10/12,"Headstrong, Individual, Inspiring",,75
Trident Realm,Infantry,Naiad Ensnarers,,Troop,10,5,4,-,3,10,9/11,"Regeneration (4+), Pathfinder",,100
Trident Realm,Infantry,Naiad Ensnarers,,Regiment,20,5,4,-,3,12,13/15,"Regeneration (4+), Pathfinder",,140
Trident Realm,Infantry,Naiad Ensnarers,,Horde,40,5,4,-,3,25,20/22,"Regeneration (4+), Pathfinder",,230
Trident Realm,Infantry,Naiad Heartpiercers,,Troop,10,5,5,4,3,8,9/11,"Regeneration (4+), Harpoon-gun, Piercing(1), Pathfinder, *Do not have Ensnare",,120
Trident Realm,Infantry,Naiad Heartpiercers,,Regiment,20,5,5,4,3,10,13/15,"Regeneration (4+), Harpoon-gun, Piercing(1), Pathfinder, *Do not have Ensnare",,160
Trident Realm,Infantry,Thuul,,Troop,10,5,3,-,3,15,10/12,,,105
Trident Realm,Infantry,Thuul,,Regiment,20,5,3,-,3,20,14/16,,,140
Trident Realm,Infantry,Riverguard,,Troop,10,6,4,5,4,10,10/12,"Fly (but with only Sp6), Vicious, Pathfinder. Thrown Weapons, This unit does not have Ensnare.","(CS(1), -1DE)",120
Trident Realm,Infantry,Riverguard,,Regiment,20,6,4,5,4,12,14/16,"Fly (but with only Sp6), Vicious, Pathfinder. Thrown Weapons, This unit does not have Ensnare.","(CS(1), -1DE)",160
Trident Realm,Infantry,Placoderms,,Regiment,20,4,4,-,6,15,13/15,Phalanx. This unit does not have Ensnare.,"(CS(1), -1DE)",175
Trident Realm,Infantry,Placoderms,,Horde,40,4,4,-,6,30,20/22,Phalanx. This unit does not have Ensnare.,"(CS(1), -1DE)",290
Trident Realm,Infantry,Nokken,,Troop,10,5,6,-,3,10,9/11,"Breath(Att), Vanguard, Regeneration (5+). Does not have Ensnare.",,105
Trident Realm,Infantry,Nokken,,Regiment,20,5,6,-,3,12,13/15,"Breath(Att), Vanguard, Regeneration (5+). Does not have Ensnare.",,140
Trident Realm,Large Infantry,Depth Horrors,,Regiment,3,6,3,-,3,9,13/15,CS(1),,120
Trident Realm,Large Infantry,Depth Horrors,,Horde,6,6,3,-,3,18,16/18,CS(1),,185
Trident Realm,Large Infantry,Water Elementals,,Regiment,3,7,4,-,5,9,-/14,"CS(1), Shambling, Regeneration (5+), Pathfinder, *Do not have Ensnare",,150
Trident Realm,Large Infantry,Water Elementals,,Horde,6,7,4,-,5,18,-/17,"CS(1), Shambling, Regeneration (5+), Pathfinder, *Do not have Ensnare",,220
Trident Realm,Large Infantry,Tidal Swarm*,,Regiment,3,5,5,-,2,15,-/12,Height 0. Nimble,,75
Trident Realm,Large Infantry,Tidal Swarm*,,Horde,6,5,5,-,2,30,-/15,Height 0. Nimble,,115
Trident Realm,Large Infantry,Gigas,,Regiment,3,4,3,-,4,6,12/14,"CS(3), Big Shield, Height 1, *Do not have Ensnare",,125
Trident Realm,Large Infantry,Gigas,,Horde,6,4,3,-,4,12,14/16,"CS(3), Big Shield, Height 1, *Do not have Ensnare",,190
Trident Realm,Large Cavalry,Naiad Wyrmriders,,Regiment,3,8,3,-,4,9,12/14,"CS(1), TC(1), Regeneration(4+), Pathfinder, *Do not have Ensnare",,155
Trident Realm,Large Cavalry,Naiad Wyrmriders,,Horde,6,8,3,-,4,18,15/17,"CS(1), TC(1), Regeneration(4+), Pathfinder, *Do not have Ensnare",,240
Trident Realm,Monster,Greater Water Elemental,,Monster,1,7,4,-,5,8,-/18,"CS(2), Shambling, Regeneration (5+), *Does not have Ensnare",,190
Trident Realm,Monster,Kraken,,Monster,1,7,4,-,4,12,15/17,"CS(2), Regeneration(4+), Strider",,230
Trident Realm,Monster,Knucker,,Monster,1,9,4,-,4,6,13/15,"TC(3), Nimble, Pathfinder",,145
Trident Realm,Monster,Coral Giant,,Monster,1,7,4,-,5,1D6+5,16/18,"Strider,  Brutal, CS(3), Iron Resolve",,200
Trident Realm,War Engine,Leviathan's Bane,,War Engine,1,5,-,5,4,2,10/12,"Reload!, Piercing (4), Blast D3(+1)",,95
Trident Realm,Infantry,Naiad Envoy,,Hero,1,6,4,-,4,1,9/11,"Individual, Inspiring, Regeneration (4+), Pathfinder",,60
Trident Realm,Infantry,Naiad Centurion,,Hero,1,6,3,4,5,4,11/13,"CS(1), Individual, Inspiring, Regeneration (4+), Pathfinder","(+20 Harpoon-gun, gaining Piercing (1))",110
Trident Realm,Large Cavalry,Naiad Wymrider Centurion,,Hero,1,8,3,-,5,6,13/15,"CS(1), TC(1), Inspiring, Regeneration (4+), Pathfinder *Does not have Ensnare",,150
Trident Realm,Infantry,Siren[1],,Living Legend,1,6,4,-,3,1,12/14,"Individual, Stealthy, Siren's Call: This is a Wind Blast (8) spell, but moves the target unit towards the Siren rather than away (for example, if the Siren is in the enemy's front arc then it will move forwards rather than backwards). Any enemy unit hit with the Wind Blast spell is automatically Disordered during its next turn. Units with the Shambling special rule cannot be targetted by Siren's Call.",,140
Trident Realm,Infantry,Thuul Mythican,,Hero,1,5,3,-,4,5,10/12,"Individidual, CS(1)",(+20 LightningBolt(3)) (+30 WindBlast(5)) (+40 Surge(7)) (+15 BaneChant(2)),75
Trident Realm,Infantry,Placoderm Defender,,Hero,1,4,3,-,6,6,11/13,"Individual, Phalanx, This unit does not have ensnare, Inspiring (Placoderms only)","(CS(1), -1DE)",110
Trident Realm,Infantry,Riverguard Captain,,Hero,1,6,3,-,5,4,11/13,"Fly (but with only Sp6), Vicious, Pathfinder. This unit does not have Ensnare, CS(1), Inspiring (Riverguard only)",,115
Trident Realm,Large Cavalry,Trident King [1],,Living Legend,1,8,4,-,5,12,14/16,"Breath(Att), Piercing (1), CS(1), TC(1), Very Inspiring. 50mm x 100mm base size.",,220
Trident Realm,Large Infantry,Depth Horror Eternal,,Hero,1,6,3,-,3,5,14/16,"CS(2), Inspiring (Depth Horrors only), Nimble",,120
Night-stalkers,Infantry,Spectres,,Troop,10,6,6,4,3,8,10/13,"Firebolt, Piercing(1), Pathfinder",,100
Night-stalkers,Infantry,Spectres,,Regiment,20,6,6,4,3,10,14/17,"Firebolt, Piercing(1), Pathfinder",,140
Night-stalkers,Infantry,Reapers,,Troop,10,5,3,-,4,20,11/14,CS(1),,155
Night-stalkers,Infantry,Reapers,,Regiment,20,5,3,-,4,25,15/18,CS(1),,220
Night-stalkers,Infantry,Scarecrows,,Regiment,20,5,5,-,3,15,-/14,Shambling,,80
Night-stalkers,Infantry,Scarecrows,,Horde,40,5,5,-,3,30,-/21,Shambling,,130
Night-stalkers,Infantry,Scarecrows,,Legion,60,5,5,-,3,40,-/27,Shambling,,190
Night-stalkers,Infantry,Doppelgangers,,Regiment,20,5,5,-,4,10,14/17,"*When this unit attacks an enemy unit in melee, it may opt to use the enemy's profile for its melee attacks instead of its own. If it does so then it uses the enemy unit's Melee stat, Attacks stat and Crushing Strength value for that turn instead of its own. Any magical artefacts the enemy units has are ignored. The Dopplegangers themselves may still use a magic artefact as normal if they have one (apply any bonuses granted after the decision on which stats to use).",,150
Night-stalkers,Infantry,Blood worms,,Regiment,20,5,4,-,4,15,11/14,Lifeleech(2),,120
Night-stalkers,Infantry,Blood worms,,Horde,40,5,4,-,4,30,17/20,Lifeleech(2),,200
Night-stalkers,Infantry,Blood worms,,Legion,60,5,4,-,4,40,23/26,Lifeleech(2),,290
Night-stalkers,Infantry,Phantoms,,Troop,10,10,4,-,5,10,-/12,"CS(1), Fly, Shambling",,130
Night-stalkers,Infantry,Phantoms,,Regiment,20,10,4,-,5,12,-/16,"CS(1), Fly, Shambling",,185
Night-stalkers,Large Infantry,Butchers,,Regiment,3,6,4,-,5,9,-/15,"CS(2), Shambling",,145
Night-stalkers,Large Infantry,Butchers,,Horde,6,6,4,-,5,18,-/18,"CS(2), Shambling",,220
Night-stalkers,Large Infantry,Needle-fangs*,,Regiment,3,5,5,-,3,12,9/12,"Height 0. Pathfinder, Vanguard",,85
Night-stalkers,Large Infantry,Needle-fangs*,,Horde,6,5,5,-,3,24,13/16,"Height 0. Pathfinder, Vanguard",,120
Night-stalkers,Large Cavalry,Fiends,,Regiment,3,8,4,-,4,12,13/16,"CS(1), Vicious",,130
Night-stalkers,Large Cavalry,Fiends,,Horde,6,8,4,-,4,24,17/20,"CS(1), Vicious",,200
Night-stalkers,Large Cavalry,Nightmares*,,Regiment,3,10,3,-,4,9,13/16,"CS(1), TC(1), Fly, Windblast (5)",This unit is not Stealthy,180
Night-stalkers,Cavalry,Shadowhounds*,,Troop,5,9,4,-,4,10,10/13,"TC(1), Nimble, Height 1, Regeneration (5+)",This unit is not Stealthy,130
Night-stalkers,Cavalry,Shadowhounds*,,Regiment,10,9,4,-,4,20,14/17,"TC(1), Nimble, Height 1, Regeneration (5+)",,200
Night-stalkers,Monster,Screamer,,Monster,1,4,6,-,4,3,11/14,"LightningBolt (5), Height 2",,115
Night-stalkers,Monster,Terror,,Monster,1,6,3,-,3,15,-/20,"CS(1), Ensnare, Shambling, Regeneration (4+). 50mm x 50mm base size.",This unit is not Stealthy,255
Night-stalkers,Monster,Shadow-Hulk,,Monster,1,5,3,-,4,9,-/20,"CS(3), Strider",This unit is not Stealthy,170
Night-stalkers,Monster,Mind-screech,,Monster,1,5,6,4,4,12,16/19,"Firebolt, Piercing (3), Pathfinder, Height 2",,230
Night-stalkers,Monster,Planar Apparition,,Monster,1,7,4,-,4,4,13/15,"Ensnare, Pathfinder, Heal (7), Nimble, Regeneration (4+)",,165
Night-stalkers,War Engine,Portal of Despair [1],,Living Legend,1,-,-,-,5,-,-/18,"Advanced Deployment. 75x75mm base size (cannot be increased by ""exceptional base sizes"")

While within 9"" of the Portal, enemy units have -1 to their Waver and Rout Nerve values in addition to any other modifiers that may apply.",,80
Night-stalkers,Infantry,The Dream Hunter [1],,Living Legend,1,6,4,-,4,8,14/17,"Lifeleech(2), CS(1), Individual","While within 9"" of The Dream Hunter, all friendly, non-allied units have LifeLeech(1) or increase their Lifeleech value by 1 if they already have it.",200
Night-stalkers,Large Cavalry,Dread-fiend,,Hero,1,8,3,-,4,5,14/17,"CS(2), Vicious, Nimble",,120
Night-stalkers,Infantry,Shade,,Hero,1,10,3,-,5,5,11/13,"CS(1), Fly, Individual",,145
Night-stalkers,Monster,Void Lurker,,Hero,1,10,3,-,4,10,17/19,"CS(2), TC(1), Fly, Regeneration (5+)",This unit is not Stealthy,260
Night-stalkers,Infantry,Banshee,,Hero,1,10,6,-,4,1,-/13,"Windblast(7), Individual, Fly",LB(5) for +30,135
Night-stalkers,Infantry,Horror,,Hero,1,7,6,-,3,1,10/13,"Surge(6), Individual",(+15 BaneChant(2)),90
